Category,Product Name,Retailer,URL,Price,In Stock,Domain,Region
Sleep Sacks,Burt's Bees Baby Beekeeper Wearable Blanket,amazon,https://www.amazon.com/dp/B07KH87WHK?tag=pregnancysp0a-20,$22,true,www.amazon.com,US
Sleep Sacks,Dreamland Baby Dream Weighted Sleep Sack,amazon,https://www.amazon.com/dp/B08C3YQNFQ?tag=pregnancysp0a-20,$79,true,www.amazon.com,US
Sleep Sacks,Ergobaby Swaddler,amazon,https://www.amazon.com/dp/B07FPJCPXX?tag=pregnancysp0a-20,$30,true,www.amazon.com,US
Sleep Sacks,HALO SleepSack Swaddle,amazon,https://www.amazon.com/dp/B07KC16L6Y?tag=pregnancysp0a-20,$26,true,www.amazon.com,US
Sleep Sacks,Love To Dream Swaddle UP Original,amazon,https://www.amazon.com/dp/B07PYJ24VG?tag=pregnancysp0a-20,$35,true,www.amazon.com,US
Sleep Sacks,Nested Bean Zen Sack Classic,amazon,https://www.amazon.com/dp/B07Z7YBPCH?tag=pregnancysp0a-20,$44,true,www.amazon.com,US
Sleep Sacks,SwaddleMe Original Swaddle,amazon,https://www.amazon.com/dp/B07RLVQ8XT?tag=pregnancysp0a-20,$19,true,www.amazon.com,US
Sleep Sacks,Woolino 4-Season Baby Sleep Bag,amazon,https://www.amazon.com/dp/B01MUZJJLF?tag=pregnancysp0a-20,$109,true,www.amazon.com,US
Sleep Sacks,Kyte Baby Sleep Bag,amazon,https://www.amazon.com/dp/B07YG2BPH5?tag=pregnancysp0a-20,$46,true,www.amazon.com,US
Strollers,Baby Jogger City Mini GT2,amazon,https://www.amazon.com/dp/B07PMSS86F?tag=pregnancysp0a-20,$529,true,www.amazon.com,US
Strollers,Babyzen YOYO2 Stroller,amazon,https://www.amazon.com/dp/B0856NX5D7?tag=pregnancysp0a-20,$599,true,www.amazon.com,US
Strollers,Bugaboo Fox 5,amazon,https://www.amazon.com/dp/B0BX4R4B8C?tag=pregnancysp0a-20,"$1,399",true,www.amazon.com,US
Strollers,Chicco Bravo Trio Travel System,amazon,https://www.amazon.com/dp/B01CSECET0?tag=pregnancysp0a-20,$349,true,www.amazon.com,US
Strollers,Doona Infant Car Seat & Stroller,amazon,https://www.amazon.com/dp/B07HML1BT5?tag=pregnancysp0a-20,$549,true,www.amazon.com,US
Strollers,Graco Modes Pramette Travel System,amazon,https://www.amazon.com/dp/B07Y5VQYFW?tag=pregnancysp0a-20,$379,true,www.amazon.com,US
Strollers,Joovy Caboose Ultralight Graphite,amazon,https://www.amazon.com/dp/B003H4QFRS?tag=pregnancysp0a-20,$279,true,www.amazon.com,US
Strollers,UPPAbaby VISTA V2,amazon,https://www.amazon.com/dp/B07Z6Y5VCB?tag=pregnancysp0a-20,"$1,099",true,www.amazon.com,US
Strollers,UPPAbaby VISTA V2,buybuybaby,>-,"$1,099",true,Unknown,Other/Unknown
Teething Toys,Baby Banana Infant Training Toothbrush Teether,amazon,https://www.amazon.com/dp/B00GXXLKFQ?tag=pregnancysp0a-20,$10,true,www.amazon.com,US
Teething Toys,Comotomo Baby Teether,amazon,https://www.amazon.com/dp/B00M5AI71C?tag=pregnancysp0a-20,$8,true,www.amazon.com,US
Teething Toys,Manhattan Toy Winkel Rattle & Sensory Teether,amazon,https://www.amazon.com/dp/B00005C3PW?tag=pregnancysp0a-20,$12,true,www.amazon.com,US
Teething Toys,Munchkin Latch Flexible Stage Teether,amazon,https://www.amazon.com/dp/B075NDKRRR?tag=pregnancysp0a-20,$7,true,www.amazon.com,US
Teething Toys,Nuby Icybite Hard/Soft Teething Keys,amazon,https://www.amazon.com/dp/B00AH6OIDE?tag=pregnancysp0a-20,$5,true,www.amazon.com,US
Teething Toys,RaZbaby RaZ-Berry Silicone Teether,amazon,https://www.amazon.com/dp/B00AXBCQRO?tag=pregnancysp0a-20,$8,true,www.amazon.com,US
Teething Toys,Sophie la Girafe Teether,amazon,https://www.amazon.com/dp/B000IXKWEG?tag=pregnancysp0a-20,$25,true,www.amazon.com,US
White Noise,Big Red Rooster 6 Sound White Noise Machine,amazon,https://www.amazon.com/dp/B00HD0ELFK?tag=pregnancysp0a-20,$20,true,www.amazon.com,US
White Noise,Dreamegg D1 Pro Sound Machine,amazon,https://www.amazon.com/dp/B086BKFHP6?tag=pregnancysp0a-20,$30,true,www.amazon.com,US
White Noise,Hatch Rest 2nd Gen,amazon,https://www.amazon.com/dp/B08YS6S66Z?tag=pregnancysp0a-20,$69,true,www.amazon.com,US
White Noise,LectroFan Classic White Noise Machine,amazon,https://www.amazon.com/dp/B00E6D6LQY?tag=pregnancysp0a-20,$49,true,www.amazon.com,US
White Noise,LectroFan Micro2 Sleep Sound Machine,amazon,https://www.amazon.com/dp/B07RFKFKWK?tag=pregnancysp0a-20,$35,true,www.amazon.com,US
White Noise,Marpac Rohm Portable White Noise Machine,amazon,https://www.amazon.com/dp/B01H6WXUX6?tag=pregnancysp0a-20,$35,true,www.amazon.com,US
